"","2.5 %","97.5 %","variable_names","estimate"
"factor(quarters_since_treatment)4",-0.0560592633839272,0.0523555596800944,"factor(quarters_since_treatment)4",-0.00185185185191637
"factor(quarters_since_treatment)5",-0.0877164986412322,0.0312350171596208,"factor(quarters_since_treatment)5",-0.0282407407408057
"factor(quarters_since_treatment)6",-0.0319708024913759,0.108359691380145,"factor(quarters_since_treatment)6",0.0381944444443844
"factor(quarters_since_treatment)-4:factor(Treated)TRUE",-0.177888642208997,0.163073827394619,"factor(quarters_since_treatment)-4:factor(Treated)TRUE",-0.00740740740718909
"factor(quarters_since_treatment)-3:factor(Treated)TRUE",-0.224176085390102,0.0954723816868304,"factor(quarters_since_treatment)-3:factor(Treated)TRUE",-0.0643518518516356
"factor(quarters_since_treatment)-2:factor(Treated)TRUE",-0.223753934749774,0.144587268083537,"factor(quarters_since_treatment)-2:factor(Treated)TRUE",-0.0395833333331183
"factor(quarters_since_treatment)-1:factor(Treated)TRUE",-0.168108096935868,0.144959948788148,"factor(quarters_since_treatment)-1:factor(Treated)TRUE",-0.0115740740738597
"factor(quarters_since_treatment)0:factor(Treated)TRUE",-0.171343564451529,0.150047268155661,"factor(quarters_since_treatment)0:factor(Treated)TRUE",-0.0106481481479337
"factor(quarters_since_treatment)1:factor(Treated)TRUE",-0.180953445574712,0.162434927056624,"factor(quarters_since_treatment)1:factor(Treated)TRUE",-0.00925925925904397
"factor(quarters_since_treatment)2:factor(Treated)TRUE",-0.182498683656785,0.127869054027587,"factor(quarters_since_treatment)2:factor(Treated)TRUE",-0.0273148148145994
"factor(quarters_since_treatment)3:factor(Treated)TRUE",-0.193979241970852,0.107405167897205,"factor(quarters_since_treatment)3:factor(Treated)TRUE",-0.043287037036823
"factor(quarters_since_treatment)4:factor(Treated)TRUE",-0.214952509651984,0.0908784355783385,"factor(quarters_since_treatment)4:factor(Treated)TRUE",-0.0620370370368226
"factor(quarters_since_treatment)5:factor(Treated)TRUE",-0.234112736670304,0.0905942181522105,"factor(quarters_since_treatment)5:factor(Treated)TRUE",-0.0717592592590466
"factor(quarters_since_treatment)6:factor(Treated)TRUE",-0.326463196493587,0.0250743076051188,"factor(quarters_since_treatment)6:factor(Treated)TRUE",-0.150694444444234
