"","2.5 %","97.5 %","variable_names","estimate"
"factor(quarters_since_treatment)5",-0.44447966773741,0.0884611492188394,"factor(quarters_since_treatment)5",-0.178009259259285
"factor(quarters_since_treatment)6",-0.404041946330922,0.159597501886475,"factor(quarters_since_treatment)6",-0.122222222222224
"factor(quarters_since_treatment)-4:factor(Treated)TRUE",-0.305896091484646,0.465618313706586,"factor(quarters_since_treatment)-4:factor(Treated)TRUE",0.0798611111109704
"factor(quarters_since_treatment)-3:factor(Treated)TRUE",-0.279942967712277,0.497535560304574,"factor(quarters_since_treatment)-3:factor(Treated)TRUE",0.108796296296149
"factor(quarters_since_treatment)-2:factor(Treated)TRUE",-0.163799346276843,0.58741045738767,"factor(quarters_since_treatment)-2:factor(Treated)TRUE",0.211805555555414
"factor(quarters_since_treatment)-1:factor(Treated)TRUE",-0.15032595424304,0.573937065353849,"factor(quarters_since_treatment)-1:factor(Treated)TRUE",0.211805555555405
"factor(quarters_since_treatment)0:factor(Treated)TRUE",-0.24124733479814,0.469951038501557,"factor(quarters_since_treatment)0:factor(Treated)TRUE",0.114351851851709
"factor(quarters_since_treatment)1:factor(Treated)TRUE",-0.325056131169427,0.437093168206177,"factor(quarters_since_treatment)1:factor(Treated)TRUE",0.0560185185183748
"factor(quarters_since_treatment)2:factor(Treated)TRUE",-0.284590572751555,0.404035017195718,"factor(quarters_since_treatment)2:factor(Treated)TRUE",0.0597222222220815
"factor(quarters_since_treatment)3:factor(Treated)TRUE",-0.271863786047096,0.449178600861631,"factor(quarters_since_treatment)3:factor(Treated)TRUE",0.0886574074072676
"factor(quarters_since_treatment)4:factor(Treated)TRUE",-0.208879167237775,0.531564352422669,"factor(quarters_since_treatment)4:factor(Treated)TRUE",0.161342592592447
"factor(quarters_since_treatment)5:factor(Treated)TRUE",-0.210401379778522,0.488642120518984,"factor(quarters_since_treatment)5:factor(Treated)TRUE",0.139120370370231
"factor(quarters_since_treatment)6:factor(Treated)TRUE",-0.342295718436358,0.628406829547201,"factor(quarters_since_treatment)6:factor(Treated)TRUE",0.143055555555421
