"","2.5 %","97.5 %","variable_names","estimate"
"factor(quarters_since_treatment)-1",-0.0206670735665802,0.0535374439368109,"factor(quarters_since_treatment)-1",0.0164351851851154
"factor(quarters_since_treatment)0",-0.0106039226078605,0.0606039226077289,"factor(quarters_since_treatment)0",0.0249999999999342
"factor(quarters_since_treatment)1",-0.0299036290566822,0.0410147401676633,"factor(quarters_since_treatment)1",0.00555555555549053
"factor(quarters_since_treatment)2",-0.0198002391338798,0.0512817206152282,"factor(quarters_since_treatment)2",0.0157407407406742
"factor(quarters_since_treatment)3",-0.0194977403815067,0.0509792218628521,"factor(quarters_since_treatment)3",0.0157407407406727
"factor(quarters_since_treatment)4",-0.015872764886766,0.0570764685903329,"factor(quarters_since_treatment)4",0.0206018518517834
"factor(quarters_since_treatment)5",-0.0374153281805473,0.0341745874396753,"factor(quarters_since_treatment)5",-0.00162037037043599
"factor(quarters_since_treatment)6",-0.0287465396182857,0.0593020951737097,"factor(quarters_since_treatment)6",0.015277777777712
"factor(quarters_since_treatment)-4:factor(Treated)TRUE",-0.300902895536818,0.0430325251670449,"factor(quarters_since_treatment)-4:factor(Treated)TRUE",-0.128935185184887
"factor(quarters_since_treatment)-3:factor(Treated)TRUE",-0.316578549479491,0.0151896605912058,"factor(quarters_since_treatment)-3:factor(Treated)TRUE",-0.150694444444142
"factor(quarters_since_treatment)-2:factor(Treated)TRUE",-0.320172681369568,0.0451726813701629,"factor(quarters_since_treatment)-2:factor(Treated)TRUE",-0.137499999999703
"factor(quarters_since_treatment)-1:factor(Treated)TRUE",-0.29105985062158,0.0693005913629237,"factor(quarters_since_treatment)-1:factor(Treated)TRUE",-0.110879629629328
"factor(quarters_since_treatment)0:factor(Treated)TRUE",-0.300135964034306,0.0445804084793507,"factor(quarters_since_treatment)0:factor(Treated)TRUE",-0.127777777777478
"factor(quarters_since_treatment)1:factor(Treated)TRUE",-0.306953315327386,0.0513977597724308,"factor(quarters_since_treatment)1:factor(Treated)TRUE",-0.127777777777478
"factor(quarters_since_treatment)2:factor(Treated)TRUE",-0.294534160203833,0.0269415676118382,"factor(quarters_since_treatment)2:factor(Treated)TRUE",-0.133796296295997
"factor(quarters_since_treatment)3:factor(Treated)TRUE",-0.289693399416143,0.022100806824148,"factor(quarters_since_treatment)3:factor(Treated)TRUE",-0.133796296295998
"factor(quarters_since_treatment)4:factor(Treated)TRUE",-0.322331001848707,0.0116828537011605,"factor(quarters_since_treatment)4:factor(Treated)TRUE",-0.155324074073773
"factor(quarters_since_treatment)5:factor(Treated)TRUE",-0.299404616445094,0.0220898016308701,"factor(quarters_since_treatment)5:factor(Treated)TRUE",-0.138657407407112
"factor(quarters_since_treatment)6:factor(Treated)TRUE",-0.344475532472256,0.0222533102506205,"factor(quarters_since_treatment)6:factor(Treated)TRUE",-0.161111111110818
