"","event_psa","Treated PSA","posttreatment_mspe","pretreatment_mspe","Post MSPE / Pre MSPE"
"1","101","Untreated PSA",0.00211083529496629,0.0025482791767098,0.82833753627092
"2","102","Untreated PSA",0.0041640029286324,0.000976397291868142,4.26466046486611
"3","103","Untreated PSA",0.00617069708660816,0.00201157969947458,3.06758767162938
"4","104","Untreated PSA",0.0042812801667361,0.00044162753855832,9.6943233674064
"5","105","Untreated PSA",0.0163090380339089,0.00206263621273353,7.90689018898548
"6","106","Untreated PSA",0.00813012921012159,0.00089180382851613,9.11649955982953
"7","107","Untreated PSA",0.00170832735001836,0.00080076953803031,2.13335706328242
"8","108","Untreated PSA",0.0271738636464776,0.00126732904686864,21.4418376297929
"9","201","Untreated PSA",0.000215710215710216,0,Inf
"10","202","Untreated PSA",0.000640192714998735,0.000408243372718637,1.56816437884947
"11","203","Untreated PSA",0.000108425641004564,4.28734670968114e-05,2.52896834211544
"12","204","Untreated PSA",0.00282309707961798,0.000339221370609919,8.32228545784738
"13","205","Untreated PSA",0.000170256755183743,0.000221552663286389,0.768470812574534
"14","206","Untreated PSA",0.000197421973546026,8.81802999083086e-05,2.23884443295508
"15","207","Untreated PSA",0.00920302697982862,0.00128597911165649,7.15643582108737
"16","208","Untreated PSA",0.00206682224444627,0.00038943963448193,5.30716974196979
"17","301","Untreated PSA",0.00258976088143966,0.000210839701419153,12.2830798184976
"18","302","Untreated PSA",0.0046111510686449,0.00124855451568002,3.69319161537248
"19","303","Untreated PSA",0.00661867158624151,0.002804104900651,2.36035092150258
"20","304","Untreated PSA",0.00122152462615538,0.00169486457556928,0.720721079290411
"21","305","Untreated PSA",0.00142403259711595,0.000361534332096434,3.93885855558554
"22","306","Untreated PSA",0.00260201379420229,0.000569763113748248,4.56683441138312
"23","307","Untreated PSA",0.000408951975293802,0.000121088340274932,3.37730267311678
"24","308","Untreated PSA",0.00410033107820193,0.000631706858030211,6.4908763077032
"25","401","Untreated PSA",0.00139371801150154,0.000174434617356898,7.9899164089084
"26","402","Untreated PSA",0.00471716439139312,0.00187216554526854,2.51962995650392
"27","403","Untreated PSA",0.00545489250829738,0.000495913792400286,10.9996789601172
"28","404","Untreated PSA",0.00772647223742743,0.000574288472303311,13.4539915217847
"29","405","Untreated PSA",0.0117923432541383,0.00149548507788124,7.88529650248693
"30","406","Untreated PSA",0.00279652346110934,0.00318472791801255,0.878104357139096
"31","407","Untreated PSA",0.00287988368545703,0.000500108650004177,5.7585160453293
"32","408","Untreated PSA",0.000607436720275543,0.000135733244111249,4.47522435828379
"33","409","Untreated PSA",0.00369301078425035,0.000597593453698671,6.1798046169905
"34","501","Untreated PSA",0.00641777608850328,0.00159046906368644,4.03514675955277
"35","502","Untreated PSA",0.00456231523496795,0.00318401844082501,1.43287965184831
"36","503","Untreated PSA",0.0113950348019614,0.00272529966949265,4.18120433856094
"37","504","Untreated PSA",0.0104816401502186,0.0017346532776443,6.04249868564683
"38","505","Untreated PSA",0.00536103712659889,0.00112602942204883,4.76100981166582
"39","506","Untreated PSA",0.00893687986156114,0.00138595826459131,6.44815943588059
"40","507","Untreated PSA",0.0136685966123235,0.00306291416013939,4.46261171475386
"41","601","Untreated PSA",0.00977910401906169,0.00158247411254995,6.17962969599796
"42","602","Untreated PSA",0.018493835174969,0.00122622027002727,15.0819845561335
"43","603","Untreated PSA",0.0107467324846923,0.00117913544441461,9.11407806083514
"44","604","Untreated PSA",0.0119475864290755,0.00163912824689346,7.28898818729957
"45","605","Untreated PSA",0.00429400964235252,0.000602063888045099,7.13214947386258
"46","606","Untreated PSA",0.00184882850968525,0.00055878780069164,3.30864150469437
"47","607","Untreated PSA",0.00787592497127926,0.000916494401996257,8.59353309100891
"48","608","Untreated PSA",0.0161059644598554,0.00296079473997833,5.43974367502873
"49","701","Treated PSA",0.0140787624896574,0.0022078175113402,6.37677816094104
"50","702","Treated PSA",0.0229173590597727,0.00429674054683616,5.33366136725373
"51","703","Treated PSA",0.022137985474622,0.00620943284735941,3.56521859867384
"52","704","Treated PSA",0.0341436846129086,0.00339328409397707,10.0621355793675
"53","705","Treated PSA",0.0108146632692318,0.00202737371482166,5.33432153636416
"54","706","Treated PSA",0.0183458160510486,0.00425743655546481,4.30912259338313
"55","707","Treated PSA",0.00618859246779824,0.00252427082180894,2.45163570181561
"56","708","Treated PSA",0.012807200378097,0.00649289750390086,1.97249384737747
